,SIR_pilot1,SIR_pilot2,SIR_pilot3,SIR_pilot4
0,4.897650807946446,4.897582596706508,4.897082731595621,4.897142710242
1,8.087017379645209,8.086856487568387,8.08694295699519,8.086656769916312
2,10.2993717108094,10.299496435098458,10.300208980831089,10.300140902794565
3,9.111237563781906,9.111203198297153,9.11337215901291,9.113507526144804
4,7.744273866611459,7.7445119087473895,7.745416391491212,7.745382530552125
5,7.293136860468915,7.293502567656374,7.296146387680952,7.297003120134388
6,8.479527180262489,8.480900675744028,8.486947501282108,8.486628024552145
7,8.501563905801346,8.501859863960549,8.504021099910304,8.50501669327777
8,6.654877892860904,6.655207522850586,6.657748402210602,6.657779259232575
9,6.593086960654148,6.593224756003676,6.5936296932312635,6.593603031401798
10,8.534055275296748,8.534090559505477,8.53469081428495,8.534615086748856
11,4.665400561679993,4.665626909110189,4.667432851016325,4.6673086306659135
12,8.66732371158116,8.667310984965178,8.667227099081012,8.666794327171436
13,5.526970349973772,5.527013945135444,5.527536812579972,5.527460966349351
14,10.940210508666354,10.940306635408003,10.940875243372243,10.940512366936995
15,6.171289550067215,6.171158657094912,6.171798324643227,6.171233430541159
16,8.433865941919695,8.433858273560965,8.433831753322568,8.43378235942414
17,9.837614020493584,9.837601770528696,9.837521414690517,9.837533778631542
18,6.7924338998828055,6.792425504964454,6.792469865607899,6.792754567561033
19,8.483110928579316,8.48304759329515,8.482726869989737,8.482522855404527
20,8.532738298659199,8.532944416103641,8.53386328276757,8.533966700881251
21,12.940455389538856,12.94042077298344,12.940289219743518,12.940038035885122
22,10.395901288415402,10.396014650803059,10.397652597567077,10.397136426947895
23,7.803540442245943,7.803274481080583,7.8018627192201215,7.8015550379422915
24,6.6335167619174555,6.633719652430058,6.636156177317146,6.635883633990253
25,6.001909808420441,6.001848534175879,6.00186957503479,6.001952585152529
26,6.940287266638977,6.940222155752736,6.93993330683949,6.939938415696565
27,8.154679175814527,8.154636402092121,8.154985723168828,8.15520694693147
28,6.179509621013977,6.179808722865251,6.1805819226994,6.180534433045215
29,9.091297967008042,9.091281186470793,9.09180390676157,9.09142539705621
30,4.253384688998522,4.253415747059678,4.253578916414188,4.253599660444523
31,13.274280130043445,13.274685886529838,13.278047111049682,13.277887473751184
32,19.113180023581194,19.114640002762233,19.11879740587605,19.118452768042346
33,12.538991861320273,12.539155979452882,12.541477139193395,12.541514324096724
34,7.537997583525456,7.537988200357573,7.538206975402328,7.538176093502242
35,8.683572856790684,8.683497060656192,8.683085571214361,8.683019671121956
36,6.9815772972720405,6.981660771392822,6.982182242930458,6.982412367967244
37,5.479120198707128,5.4799221579176844,5.482811267861756,5.483830545046608
38,13.020475918576972,13.020109866941759,13.01985473462208,13.019662857644956
39,8.13565910137877,8.135646316230883,8.136010508585933,8.13578842283057
40,7.960673517561538,7.960701062706418,7.961906965251528,7.961816588205131
41,7.325806930756523,7.326488004244908,7.328148090063867,7.327941156173267
42,9.377314246691661,9.376846880874762,9.37499752730043,9.374759131351885
43,7.793141049529994,7.793439491435916,7.794478381722858,7.794508124804594
44,10.15563457159693,10.156063420609282,10.158944867067808,10.15825790851643
45,6.802141046728513,6.802072261151899,6.802395782694621,6.802329933166061
46,5.9947756251392,5.994935961820323,5.995325723807891,5.99526693137141
47,6.5855074336200214,6.585564761804964,6.585868403101824,6.585797988402744
48,10.125163922663408,10.125171404902549,10.125345044978042,10.125466816569173
49,6.950553405942422,6.950532775393469,6.951190888343081,6.950825364377748
50,6.861947905517142,6.8618862482749865,6.861416275875949,6.86145900294254
51,9.559577710191881,9.559463531675247,9.55978456099187,9.559839199623015
52,7.673519287409994,7.673374067981036,7.674149710623962,7.6743827826920175
53,11.478456930553707,11.478405341285015,11.478619153461151,11.478759891420774
54,9.53078427833875,9.530477667776879,9.528613286199448,9.528726209861087
55,7.505220951685921,7.505484401918066,7.507094149018124,7.506363320219119
56,7.256408610155052,7.256561295203033,7.257099536930973,7.256989853618599
57,5.776421138947873,5.776403879040264,5.776374619039133,5.776392742821396
58,12.389735088517762,12.38965961456472,12.389500381685853,12.389329256841755
59,5.736480235305091,5.736570183774051,5.736651788936645,5.736654679707654
60,5.297980569649194,5.297985739589507,5.298387006621614,5.297967936247153
61,8.446198144006356,8.44624620997358,8.446685749665193,8.446567153309056
62,6.190216531792637,6.190179645490651,6.190221836108364,6.190017679269383
63,4.967055223323006,4.967055149372933,4.966961609086376,4.966850599391598
64,9.628693349384788,9.628713485842614,9.630325534065838,9.629006194358091
65,8.944882520376659,8.94499288065978,8.945996090480847,8.946754476090799
66,8.078610797808318,8.078629411130734,8.078735924162984,8.078761998213581
67,13.733126957842492,13.733157583750586,13.732862827965581,13.732917002139558
68,8.903527770680729,8.903051936460887,8.90304407953446,8.902733082198793
69,8.880231846135718,8.880574778608874,8.883535165658294,8.883240477774326
70,14.2721525737071,14.27214788172373,14.272115016604117,14.272113439090973
71,6.702418180445249,6.702347271342123,6.703123700769959,6.702271753672859
72,10.640642021268828,10.640549115566312,10.640409737885992,10.64024478889582
73,7.132828909595361,7.132748454707686,7.132768535153067,7.132534589094817
74,13.314397802297819,13.314383443814382,13.31436380865881,13.31435171079443
75,4.2979060005421745,4.297762299077215,4.297432590596467,4.297513789944537
76,10.01086780776718,10.012135737755926,10.015812557528541,10.016037359627337
77,8.410335549784817,8.410226296143469,8.411623149816448,8.412585604596217
78,8.883801341610468,8.8839303166044,8.884517819055077,8.884528319073889
79,9.741074623467247,9.741082719995672,9.741664895038847,9.741535522134736
80,4.73229536650606,4.732227393486061,4.732441407245263,4.732546827876795
81,6.994206153859071,6.994138680444441,6.995648896821811,6.995541897887218
82,5.867291935839759,5.8674445405430875,5.868304290106945,5.868225211143441
83,7.904355061955624,7.904325206846843,7.904784746902004,7.9047837366126785
84,10.951684450340524,10.95166132611933,10.951967190054582,10.951991483899675
85,8.53686136140489,8.537025961218246,8.538605536994668,8.53911724673403
86,13.664697224453047,13.66468993863519,13.664906594033342,13.66481486004897
87,7.855653068023409,7.855516703439939,7.854916609572044,7.854847683610945
88,5.766573244211218,5.766602069578796,5.766568250266319,5.76650337404131
89,7.032718897177858,7.032790003425836,7.033101501808577,7.0330763055425365
90,12.216443257090287,12.217834801367498,12.221360420423197,12.2213339403063
91,4.7338214866047394,4.7337518296183365,4.733677113749422,4.7336702672576365
92,10.878156400328242,10.878095759669117,10.88062247896163,10.88079437659628
93,7.243984779130614,7.24389983797934,7.244715139403638,7.244111523084507
94,9.522078586525666,9.522078110932952,9.52193735797829,9.521954861550936
95,8.670229743180853,8.670808361973158,8.671383217906547,8.671539712458252
96,5.870187154259819,5.8701579284950975,5.870128759915584,5.870069734764503
97,8.863836038344191,8.863919743799595,8.865106466972353,8.86514124852729
98,9.366657504114169,9.36656400065403,9.366078870317157,9.366127025011226
99,6.539552680795823,6.5393557010617664,6.538177309259176,6.537795529456786
100,9.378886863843785,9.379051921121327,9.379709608073243,9.379440699132687
101,9.143397767839916,9.143339363665854,9.144563213237104,9.143942595617567
102,7.705210415440154,7.705110389493907,7.705082474154939,7.70487474841238
103,9.99290736508637,9.993294350444579,9.993778532072435,9.993976598830205
104,8.112554218327743,8.112449049826667,8.11413654320472,8.113889627206825
105,10.221149254637876,10.221299444264458,10.221546127922704,10.2215004918016
106,9.138647842240704,9.13875718307854,9.139555849197258,9.13949462278941
107,4.945625844709964,4.945940463025849,4.94670066977822,4.946589316836967
108,5.936481663978773,5.936634456360124,5.936913618618858,5.9370969221131045
109,7.7436970779698235,7.743688332570998,7.743848999321852,7.743707379409315
110,5.406892567511894,5.406812474778455,5.40661867125861,5.406661999894618
111,6.893515909722154,6.893055794215512,6.89270825996344,6.892875380822865
112,8.097380367554544,8.096849954050219,8.095812319612879,8.095810522752885
113,8.480682844229417,8.48014860668049,8.478883622638694,8.477593564794862
114,9.46673191700682,9.466774662126445,9.466914679112495,9.466929635198776
115,5.881274653961271,5.8813481373046725,5.881595739185123,5.881499481832306
116,12.433522340442755,12.433503032462788,12.432916159857168,12.432876033555946
117,13.089026959941494,13.088959335295783,13.089205807001827,13.089056942295588
118,13.334680600737048,13.334689087967806,13.334899107559933,13.334827934674019
119,8.80188499426499,8.801923829483817,8.80409508194761,8.80458325320493
120,9.13138933027499,9.132697053173564,9.138282584139741,9.137981799525106
121,7.054311509152513,7.054347400138643,7.054575153622601,7.054571021600036
122,8.43078881810734,8.430546723271723,8.43050059522102,8.430518405746971
123,9.710267447642043,9.710597038412308,9.71304175270567,9.712832588683112
124,10.683758359333456,10.684080414172321,10.684512279708827,10.684563640177808
125,10.418684731927776,10.41874504218783,10.418958677631045,10.418885843137808
126,11.186812007233254,11.187824084553133,11.194073209818454,11.19321846218179
127,9.108565627730528,9.108890548815365,9.109522672425724,9.109492585924087
128,15.118898131665109,15.119094461408773,15.120026676357982,15.119916333895048
129,9.765479749411904,9.765095153646643,9.765059088572045,9.764431886300628
130,7.850640829356682,7.850635669493261,7.850647708959042,7.850533364011638
131,9.401489128385638,9.401483918886127,9.401504219498678,9.401385771560125
132,6.132663483178355,6.132607486128063,6.132433774310066,6.132367423966018
133,10.014623047295593,10.014719939457933,10.015631881399313,10.015623601994587
134,8.769698388715584,8.769858175341893,8.771397782066412,8.771288715896853
135,8.009045465927992,8.009819196756453,8.024838038081967,8.024846737840047
136,6.16893966487981,6.168874354103881,6.168715384759461,6.168725628493105
137,7.231971953135447,7.231902132984755,7.2315765663299665,7.231718970010786
138,5.289198502920977,5.2892056031372805,5.289273012424679,5.289208676210505
139,10.568527857209876,10.568452330043346,10.568718551485565,10.568409740940659
140,4.124341015751264,4.124415940257934,4.1244695686782755,4.124477741262917
141,6.513060781568447,6.5129741457334855,6.51309127524099,6.513212594544713
142,7.2364853645107505,7.236577974231637,7.237198100893911,7.237194620438966
143,7.126147443228757,7.1262398504905775,7.126429984390869,7.126520271951206
144,4.922861396870247,4.922932916567982,4.92336665637368,4.923190994407081
145,6.01279091674762,6.012524439031136,6.01249856585641,6.012661818699216
146,12.710992396889434,12.710994219624121,12.710499334062874,12.710515029880234
147,7.292311173752621,7.29231590860283,7.293201834169297,7.293242972274857
148,10.154406552569544,10.153972179556172,10.152031023499886,10.15178483074844
149,12.033254188196343,12.033152919435565,12.033890705151926,12.034014999718458
150,9.422107896166704,9.421879674624197,9.420859821938802,9.4208416288995
151,7.988751782721881,7.988662087557166,7.988843052068477,7.9889346887963235
152,7.8928386569426365,7.893047759806229,7.895187880775362,7.894928399777513
153,7.192869059796108,7.19293924385393,7.192456204229789,7.192481956270656
154,6.369739467629373,6.369756311145183,6.370066382648285,6.369988169972771
155,8.649691409580702,8.649698725516494,8.650296215778614,8.649776274560724
156,6.953131757248498,6.952918607087943,6.952443974298255,6.952595411515068
157,8.312967046362358,8.313573567372783,8.315692354976362,8.315017975792456
158,8.960164156721076,8.96015586540011,8.96186770948694,8.960550141869088
159,14.589562138803675,14.589615317129962,14.590327476808088,14.590383124363564
160,4.164537416629398,4.164595920245794,4.16530263224526,4.165035175371191
161,5.702626600613866,5.702784395183521,5.703195842517431,5.703160047608481
162,14.173653036783024,14.17356776518657,14.173465559412437,14.173308790145205
163,6.102857793776125,6.1028832030989975,6.103419391960695,6.10324851161831
164,9.844848859949316,9.844872287457333,9.845279175289743,9.84532825363987
165,6.3287704309788495,6.328734329656961,6.3286364328128855,6.328484719683912
166,7.070904442939349,7.070580300262276,7.0698908007884045,7.06964310795259
167,12.394179695379444,12.394421856265975,12.396017502779106,12.396132407887045
168,8.078621300144128,8.078603147179518,8.078838009743704,8.07896196975536
169,11.14635437297075,11.146370773416178,11.146771511583314,11.146932278470533
170,10.388190568584548,10.388151939701743,10.38815750726962,10.388063376500547
171,7.958476129302819,7.958477667868476,7.959269948430789,7.958843853670058
172,10.509267797950582,10.509540924615306,10.51154101332463,10.5111668132268
173,10.207699627502787,10.207635738616176,10.207403828223764,10.207279254838166
174,6.2173151281576455,6.217471933958331,6.2180512400970365,6.218091410359059
175,7.699029441559119,7.699389356814894,7.701803936142177,7.701542383592274
176,7.229392507486554,7.229516774723802,7.230203036233911,7.230112983497271
177,6.255492675511304,6.255534294865779,6.256766106368747,6.256321950235579
178,7.0037461765787405,7.003989154838795,7.005553782536716,7.005627037630433
179,8.134696917630569,8.134710702508821,8.134831993428627,8.134952469187652
180,9.689811677076976,9.689814662884643,9.69036754211067,9.690202456977884
181,9.282069412409774,9.282039949982831,9.282394574487249,9.282143533089984
182,4.481340386559279,4.48135412059952,4.48093949398147,4.481077206892964
183,9.19693023459595,9.196969779042828,9.197540850330844,9.197384174769313
184,8.849557374309109,8.849679154123937,8.850140522931795,8.850044309522904
185,9.465933454237149,9.465913015846553,9.466201651760292,9.466088951470754
186,11.68875187831853,11.689080825100685,11.690700059521893,11.690269549954863
187,9.771810631778964,9.771747698781834,9.771769481396204,9.771683578320605
188,7.991666090507269,7.991638360756451,7.992412986268652,7.992842208333927
189,7.706533023695901,7.706377082368611,7.706049943190738,7.70439583813901
190,5.443943698594296,5.444146332505087,5.44516871822509,5.4452464001138114
191,9.419679606646355,9.41955125059857,9.419575238590063,9.419565227870269
192,10.727058922647974,10.72713536792011,10.727564178391543,10.727426469748458
193,10.032926528952776,10.032701627314927,10.03101351113638,10.031647383384891
194,17.018496940899087,17.018340523420335,17.016555258523997,17.016015376640286
195,4.925882101531381,4.925897666556729,4.92597264576301,4.925924925268604
196,7.465889005847924,7.465936881906749,7.466131411343272,7.466052978468268
197,9.945015187778719,9.945445269145186,9.946803097895021,9.946615364982645
198,6.138713410547635,6.1387485350572835,6.138833078764981,6.13884007978861
199,9.755670243721069,9.755638835735411,9.756195567361543,9.756117070727228
200,8.270678102283922,8.270743490229243,8.271040121088422,8.271145878595746
201,7.424120635084823,7.424115917919229,7.42460240658272,7.424157186413867
202,7.277019515349518,7.277439508564775,7.279536942880126,7.278695799864519
203,7.928915575691148,7.928649466755367,7.928730661909375,7.928611299012448
204,5.609649583719468,5.608864306648118,5.605314644515484,5.605592116567909
205,17.94239114832088,17.941999215838912,17.941733050998003,17.941508461929626
206,8.793327437551548,8.793445939525995,8.79417042765827,8.79401663619147
207,10.013610923069312,10.01372344226698,10.014495076375693,10.014385693485625
208,6.177013167239859,6.177089744943254,6.177174472872772,6.177078481019034
209,10.313271088863905,10.313117747535728,10.312351217957065,10.312687093637011
210,12.311936298980452,12.3117719037802,12.31299939008851,12.310925853310899
211,8.030335954092791,8.030483932525023,8.031285306885817,8.031281925635872
212,10.473732839379462,10.474040062486672,10.474614510778942,10.474804827241398
213,7.098343579226427,7.0983471436439105,7.098337315157963,7.098337763490184
214,12.224824912651023,12.22490885979992,12.224938938095773,12.225234197643662
215,6.920455333955447,6.920397994911265,6.920206526130355,6.92019864033934
216,11.058877691371523,11.058866616881314,11.05873099709176,11.058821084661371
217,11.623938689514821,11.623343986346926,11.62129469546418,11.620590578299407
218,13.847418268134245,13.847424255599128,13.848149322357308,13.847340452803136
219,10.656140890149011,10.65627616878247,10.657110449490961,10.657043314163685
220,8.914987751916936,8.915314549495443,8.91521347738766,8.915938948350544
221,10.354725445519769,10.354917063949555,10.355341878806215,10.35542934897566
222,10.048715588884118,10.04896665674517,10.050503160804553,10.050377983247563
223,7.7588186713122465,7.758938132994183,7.760715708544774,7.760872862929684
